11,0.9848,71.7299,60.8975,924.8309,785.1661,
12,0.9027,16.8498,6.0174,217.2486,77.5838,
13,0.8333,12.9918,2.1594,167.5059,27.8411,
14,0.7737,11.7830,0.9506,151.9214,12.2565,
15,0.7222,11.2804,0.4480,145.4413,5.7765,
16,0.6770,11.0480,0.2156,142.4450,2.7802,
17,0.6372,10.9361,0.1037,141.0130,1.3365,
18,0.6018,10.8816,0.0492,140.2987,0.6339,
19,0.5701,10.8552,0.0228,139.9593,0.2945,
20,0.5416,10.8427,0.0103,139.7982,0.1334,
21,0.5158,10.8370,0.0046,139.7236,0.0588,
22,0.4924,10.8344,0.0019,139.6899,0.0251,
23,0.4710,10.8332,0.0008,139.6752,0.0104,
24,0.4514,10.8327,0.0003,139.6690,0.0042,
25,0.4333,10.8325,0.0001,139.6664,0.0016,
26,0.4166,10.8325,0.0000,139.6654,0.0006,
27,0.4012,10.8324,0.0000,139.6650,0.0002,
28,0.3869,10.8324,0.0000,139.6649,0.0001,
29,0.3735,10.8324,0.0000,139.6648,0.0000,
30,0.3611,10.8324,0.0000,139.6648,0.0000,
